"acc_rep_num ","company_code","DIST_CODE","report_date","ip_number","accident_dt_time","shift_code","plce_of_acc","road_name1","acc_type","nature_of_acc","wthr_code","road_sur_code","op_hrs_code","type_loc_code","traf_vol_code","traf_flow_code","traf_cntrl_code","col_with_code","type_of_col_code","srs_inj","minor_inj","fatal","bus_towed","sketch","photo_taken","mech_fault","pol_report","pol_rep_num","dutyio_code","release_status","damage_to_bus","Facts_txt","brief_part","rsn_for_late_rep","create_by","create_dt","modify_by","modify_dt","mig_flag","off_on_svc"
"E07752015","02","SE","09/02/2015","201500731","06/02/2015 06:33","1","Punggol Dr","Punggol Dr","1","1","1","1","2","27","2","3","1","70","51","0","0","0","N","Y","Y","N","N","","21","R","SBS6654A, Left rear glass panel damaged","During incident period I was driving bus svc 50 along the said rd at the extreme left lane when I heard a sound discovered that my bus was being hit by a m/lorry (GZ495K) which come out from the slip rd of Punggol Rd. My bus was sustained damaged onleft rear glass panel. The said lorry sustained damaged on right v/mirror. No injury reported. Bus awaited at location after consulted CRS. CRS activated. Bus RTD to depot. I did report this matter to workshop and photo taken by AS. Thats all.","","","amoppr10","09/02/2015 14:23","","09/02/2015 14:23","","N"
"W08212015","02","SW","11/02/2015","201500732","06/02/2015 07:15","3","HG ave 7","hougang ave 7","2","1","1","1","2","33","2","3","1","85","58","0","0","0","N","Y","Y","N","N","","21","R","sbs2719Z - v/m glass crack, SKRG, no cctv","Upon reaching junction near HG ave 7 I realised my side v/m was on the metal arm rod sliding down causing me a hard time to view the left. I had no choice but to adjust it. While adjusting the mirror cracked. I assumed the mirror is old.","","bc reported to RG on 06/02/2015. district rcvd report on 10/02","wdssof01","11/02/2015 10:28","","11/02/2015 10:28","","N"
"W07382015","02","SW","06/02/2015","201500733","06/02/2015 07:20","1","Corporation Drive towards Junction Yung","Corporation Drive","1","1","3","2","3","33","1","2","6","70","54","0","0","0","N","Y","Y","N","N","","21","R","SBS3207C  Front RHS body panel scratches   (JERG)   CCTV","After paxs activities at bus stop code 21589 as normal I moved off from the bus stop and driving along the left lane of Corporation Drive. All of sudden a private car on my right side cut into my lane and grazed onto my bus front RHS body panel.I then stopped to checked my bus and my bus sustained front RHS body panel scratched. No injury reported. I then exchanged particulars with third party namely Huang Lihui NRIC 7060971A H/P 93802491 bearing vehicle no plate SGD9727Z. Her car sustainleft side view dropped and left door panel scratched. After exchanged particulars WOCC instructed me to continue for my service. That is all","","","wdblrs04","06/02/2015 15:26","","06/02/2015 15:26","","N"
"W08402015","02","SW","11/02/2015","201500734","11/02/2015 08:55","1","Kwong Ming road","kwong ming road","2","1","1","1","7","20","2","1","5","74","50","0","0","0","N","Y","Y","N","Y","t/2015","23","R","sbs3802J - no damaged, BLRG, cctv","I was driving alg said location. I noticed a dog on the side of the road. I noticed it was not crossing so I cont driving fwd when suddenly it turned around and crossed the road. I was nt able to stop in time and not able to sudden brake as therewere alot of pax onboard. I knew I had hit it. I could hear the dog in pain. Pax onboard did not stop me. I was unsure of what to do so I cont to drive off.","","","wdssof01","11/02/2015 16:25","","11/02/2015 16:25","","N"
"W07632015","02","SW","09/02/2015","201500735","08/02/2015 09:15","4","Holland Rd","Holland Rd","1","1","1","1","4","33","3","3","2","70","52","0","0","0","N","Y","N","N","N","","21","R","SBS5126P - Front portion no damaged ( BLRG )","I was driving my bus at the ctr lane of Holland Rd following behind a black m/car SFS9495A. Said car when approaching the ped t/light junct. Green light turned into amber light & said car make a sudden stopped at said junct. I then slowly brake tobrake to stop my bus but the front portion of my bus still collided into the rear portion of said car. I alighted to check & then shift away to stop at roadside. The m/car’s driver a f/Chinese was in the hurry & she just gave me the contact number& left the scene. WOCC informed & cont my svc.","","","jradaa01","09/02/2015 11:38","","09/02/2015 11:38","","N"
"W07872015","02","SW","09/02/2015","201500736","08/02/2015 09:40","1","Orchard Rd, B9048 Lucky plaza","orchard road","1","1","1","1","9","42","2","1","5","83","58","0","0","0","N","Y","Y","N","N","","21","R","sbs6200b - CLRG, cctv","While filtering out from bstop I heard a sound. I checked left and right but did not notice anyhthing. Later a F/India pax approached me and informed me that the last pc of window on the left had cracked. I stopped at Heeren bstop to check and founddamage. OCC informed. Pax transfered. CRS activated. CRS plastered the window and told me to RTD back BBBP.","","","wdssof01","09/02/2015 16:38","","09/02/2015 16:38","","N"
"W07742015","02","SW","09/02/2015","201500737","07/02/2015 14:27","2","Eunos Link","Eunos Link bef b/stop","1","1","1","1","3","33","2","3","5","70","54","0","0","0","N","Y","N","N","Y","T/2152","23","R","SBS8619P - BC's side window glass panel damaged ( BMRG )","I was driving my bus at the 1st left inner lane Eunos Link heading twds Eunos Link 2nd b/stop. Abt 3 buses away from said bus stop an unknown white lorry came from behind at 2nd left lane whilst by-passing kept too closed to my bus & had its leftrear top portion hit onto the right front v/m & caused my bus said v/m hit onto BC’s side window glass. I then stopped my bus infront of b/stop informed WOCC my right hand was cut by broken glasses. OCC asked me whether I need amb. I told OCC itwas a minor cut I declined medical attention to wait for MTI & IO. Aft IO had interview me IO advised me to consult doctor. My bus was drove by other BC a male Chinese I followed.  I went to Company doctor at Clementi to consult doctor.","","","jradaa01","09/02/2015 14:18","wdblrs04","10/02/2015 14:05","","N"
"W07992015","02","SW","10/02/2015","201500738","08/02/2015 15:44","2","Jurong Gateway Rd","Driveway","1","1","1","1","3","25","3","1","2","91","73","0","0","0","N","Y","N","N","N","","21","R","SBS5219E - Exit door below panel dented ( JERG )","I was driving my bus coming from JR Gateway Rd turning left dir twds JEI. I then turned left into the driveway heading twds alighting berth aft turning & when I want to straighten my bus when I felted jerking came from my bus. I checked on myleftside v/m & saw my bus exit door had grazed against the road kerb I need to reverse inorder to move off I then stopped at alighting berth for paxs alighting aft parked my bus I reported to ARM & he told me to report to stby mechanic aftmechanic had checked my bus he told me to RTD to SLBP.","","","jradaa01","10/02/2015 12:22","","10/02/2015 12:22","","N"
"W08232015","02","SW","11/02/2015","201500739","07/02/2015 18:00","2","Sgoon Central bef B66371","serangoon central","2","1","1","1","9","33","2","1","5","86","78","0","0","0","N","Y","Y","N","N","","23","R","sbs7466U - HCRG, cctv","I was on the extreme left lane of Sgoon Central twds YCK Link. On reaching said bstop I was at slow speed as there were many veh infront. Once at said bstop I braked to stop when suddenly I heard as if someone had fell. I stopped to check.A F/Ch abt 50Y had fell. I noticed left side of her face bruised. She does not require med treament. OCC informed. She then alighted at said bstop. That is all","","bc reported to Rg on 10/02","wdssof01","11/02/2015 11:08","","11/02/2015 11:08","","N"
"E07502015","02","SE","09/02/2015","201500740","04/02/2015 14:52","1","Junc of Tg Katong Rd","Tg Katong Rd","1","1","1","1","12","33","2","3","1","72","58","0","0","0","N","Y","N","N","Y","NP168","23","R","SBS8310D, No damaged","I wish to lodge a report of a alleged male cyclist falling besides my bus. On 04/02/2015 @ abt 1452hrs I was operating SBS8310D of svc 197 along Tg Katong Rd towards Mountbatten Rd. There was a male cyclist riding on my left. I kept to my right tomaintain a safe distance from the cyclist before overtaking him. When I reached Bedok Bus Interchange my RM called me up as a fellow colleague Mr Pow Eck Seng have reported that he saw the cyclist fell very close to my bus. At incident time Mr Powwas operating SBS 6185L svc 40 and he was traveling behind me when he saw the cyclist fell. I was totally unaware that the cyclist have fell and have no knowledge whether the cyclist have came into contact with my bus when he fell.I am lodging this report for record purpose. Thats all.","","I was totally unaware that the cyclist have fell and have no knowledge whether the cyclist have came into contact with my bus when he fell.","amoppr10","09/02/2015 09:50","","09/02/2015 09:50","","N"
"E08622015","02","SE","12/02/2015","201500741","31/01/2015 22:45","2","JALAN EUNOS BUS STOP OUTSIDE EUNOS MRT","JALAN EUNOS","2","1","1","1","14","42","3","1","5","86","78","0","0","0","N","Y","N","N","Y","F/2015","23","R","NO DMG","As I was driving out from the EUNOS bus stop outside Eunos MRT station the traffic light in front of me turned red. I stepped on the brakes to stop before the traffic light. As I stepped on the brakes I heard a loud sound like someone falling downcoming from the back. I looked into the rear view mirror and saw someone lying on the floor. I approached the male subject and he informed me that he fell down due to the sudden brakes. He declined medical attention. The male subject was unwilling todisclose his particulars. That s all.","","I worked PM shifts.","edsfof02","12/02/2015 16:50","","12/02/2015 16:50","","N"
"W06472015","02","SW","03/02/2015","201500742","01/02/2015 07:52","1","c'wealth ave west","c'wealth ave west","2","1","1","1","3","33","3","3","1","86","78","0","0","0","N","Y","Y","N","N","","23","R","sbs6698Z - JERG, cctv","At b11199 I proceed straight out.T/light infront was green. When approaching said t/light it turned amber so I hard brake. I then stopped. I proceed to check on pax and a F/Indian pax mentioned that she jerked forward and felt pain on her R/leg.I asked if she needs med atnn but she declined and mentioned she will check on it herself as she works at the hosp. I cont svc as norm. OCC was informed. Particulars of said pax noted.","","","wdssof01","03/02/2015 15:44","","03/02/2015 15:44","","N"
"W08272015","02","SW","11/02/2015","201500743","04/02/2015 10:25","1","Marine Parade Rd x Marine Parade Ctrl","Marine Parade Rd","2","1","1","1","9","27","3","2","1","86","78","0","0","0","N","Y","N","N","Y","D/2062","23","R","SBS3739J - No damaged ( CLRG )","I was driving my bus along Marine Parade Rd  dir to Amber Rd. I had stopped my bus  at the 1st left lane comply to traffic red light junct Marine Parade Ctrl. And I saw on my left Marine Parade Ctrl junct “ green light walking man ” had disappearedI then accelerated to prepare to move off but then I noticed it was red light had yet turned to green light so I stepped on the brake to stop then suddenly I heard footsteps sound but I didn’t stop to check as green light had appeared. I thenstopped at next b/stop (Parkway Parade ) for paxs activites. Shortly a male pax came to me & he spoke to me in English & I cannot understand then I asked a lady pax ( Milly Tan ) to help me to translate & later she explained to me thatsaid subject claimed that at earlier junct I brake & he fell & his right th","","I had no time  to file TAC & master I had informed","jradaa01","11/02/2015 12:12","jradaa01","11/02/2015 12:15","","N"
"W08042015","02","SW","10/02/2015","201500744","30/01/2015 16:50","2","tiong bharu Rd, BS10169","tiong bahru road","1","1","1","1","6","42","2","3","5","70","54","0","0","0","N","Y","Y","N","N","","14","R","sbs6186J - RHS front bumper cracked, BMRG, cctv","Once done w/ pax act at said bstop I was abt to move off when suddenly a black car swerved infront of me and grazed my rhs front. I stopped and alighted to check damages. OCC informed. Particulars exchanged. Pax all alighted. I OS RTD to BBBP.","","31/01 and 01/02 wkends. 02/02, no time","wdssof01","10/02/2015 14:53","","10/02/2015 14:53","","N"
"E08842015","02","SE","13/02/2015","201500745","03/02/2015 17:45","2","ST MICHAEL TERMINAL","ST MICHAEL TERMINAL","3","1","1","1","5","38","4","1","5","91","67","0","0","0","N","Y","Y","N","N","","14","R","REAR LEFT","While reversing in St Michael Terminal my bus accidentally hit the barrier behind. No injury. That s all.","","Hospitalisation leave and worked PM shifts","edsfof02","13/02/2015 16:50","","13/02/2015 16:50","","N"
"E08682015","02","SE","13/02/2015","201500746","04/02/2015 07:20","1","UPPER EAST COAST ROAD","UPPER EAST COAST ROAD","2","1","1","1","3","33","2","2","5","86","61","0","0","0","N","Y","N","N","Y","F/2015","14","R","NO DMG","On 04/02/2015 at about 0720 hrs I was driving along Upper East Coast Road. When I was approaching a merging lane a private car suddenly (purposely) swerved in front of my bus. This caused me to apply brake. I stopped and approached the driverbut the driver drove off as there was no collision. When I get back to the bus I attended to the passengers but they did not require medical attention. I carried on my journey. Today morning my RM informed me of the CFMS. That s all.","","I was informed of the CFMS on 13/02/2015","edsfof02","13/02/2015 11:53","","13/02/2015 11:53","","N"
"E07882015","02","SE","09/02/2015","201500747","06/02/2015 09:43","1","AMK AVE 1","AMK AVE 1","1","1","2","2","10","33","1","2","5","70","52","0","0","0","N","Y","Y","N","N","","14","R","FRONT DMG","I was driving along AMK Ave 1 approaching a traffic junction. In front of my bus was a van (GU3784H). The latter suddenly braked when the traffic light turned amber. As a result my bus hit the rear of the van. It was dizzling and road was wet andslippery. No injury. That s all.","","","edsfof02","09/02/2015 16:45","edsfof02","09/02/2015 16:48","","N"
