"IP_NUMBER","COMPANY_CODE","DIST_CODE","accident_date","ip_type","init_liab","init_cause","init_find_date","inv_status","final_find_date","final_cause","offence_type","pol_rep_fee","shift_code","plce_of_acc","road_name1","acc_type","nature_of_acc","wthr_code","road_sur_code","op_hrs_code","type_loc_code","traf_vol_code","traf_flow_code","traf_cntrl_code","col_with_code","type_of_col_code","srs_inj","minor_inj","fatal","bus_towed","sketch","photo_taken","mech_fault","pol_report","pol_rpt","photo","vir","form15a","pol_rep_num","dutyio_code","damage_to_bus","Facts_txt","brief_part","rsn_for_late_rep","nat_of_acc_chng_dt","src_rep_num","create_by","create_dt","modify_by","modify_dt","mig_flag"
"201500721","02","SW","05/02/2015 18:45","Q","FAF","118","11/02/2015","2","","","","","2","Adam Road","Adam Rd_SPC Kiosk","1","1","1","1","11","33","1","1","5","70","54","0","0","0","N","Y","N","N","N","N","N","N","","","21","SBS6669H- Right rear indicator light damaged ( CLRG )","Aft b/stop 12.2 KM along Adam Rd I was driving my bus at 1st left inner lane and it was heavy traffic jammed along said road. And infront was a merging lane. I noticed on my right side behind there was a black m/car  on seeing said car was besidemy bus I then  accelerated to go ahead in doing so the right rear portion grazed against said car at the left front v/m. Said car then stopped infront at roadside I then stopped behind said car & alighted to check. The m/car driver was a m/Chinese. I forgottened to jot down reg of said car & his particular as said car had no damaged & he had advised me to be careful in future & then drove off.","(M)(N): Bus sideswipe 3P car.","","","W07252015","sfalio02","11/02/2015 12:21","sfalio02","11/02/2015 12:21",""
"201500722","02","SW","06/02/2015 05:50","Q","FAF","118","11/02/2015","2","","","1","","1","CLI","clementi interchange","3","1","1","1","1","37","3","1","5","70","54","0","0","0","N","Y","Y","N","N","N","N","N","","","21","sbs6041T - RHS center window glass top glass dmgd, window glass, body panel bef tyre #2 scratched, CLRG, cctv           sbs3655S, sv14","I was from BBBP going twds CLI. I had not gone on revenue svc yet. Once arrived at CLI I proceed to parking lot. I notice a SBS3655S stopping on the RHS so I overtook it but accidentally grazed its LHS rear. ARM and OCC informed. Once mechaniccheck on bus I RTD back to BBBP.","(M)(N); SBS 6041T sideswipe SBS 3656S","","","W07352015","sfalio02","11/02/2015 12:26","sfalio02","11/02/2015 12:26",""
"201500723","02","SE","06/02/2015 06:05","C","NAF","402","11/02/2015","2","","","1","","1","In front of Blk 420","Ang Mo Kio Ave 8","2","2","1","1","2","42","2","3","5","86","81","0","1","0","N","Y","N","N","Y","N","N","N","","NP299","21","SBS8368M, No damaged","I was performing my duties as a BC driving the bus svc 162 along Ang Mo Kio Ave 8. At the b/stop of Blk 420 I rememberred seeing three pax boarding the bus. After waiting a while for them to sit I proceeded on my journey as usual.There was no complaints throughout the journey. On 06/02/2015 @ abt 1100hrs I was informed by my RM that there was a complaint from a pax in the bus that he/she had a fall while in my bus. As such I am loging this report for record purpose.I wish to state that there was no complaint made by any pax and I was also unaware of any incident that day. Thats all.","(M)(N): Pax alleged falling on board.","I wish to state that there was no complaint made by any pax and I was also unaware of any incident that day.","11/02/2015","E08072015","sfalio02","11/02/2015 12:27","sfalad02","11/02/2015 15:55",""
"201500724","02","SE","08/02/2015 19:00","Q","NAF","218","12/02/2015","2","","","1","","2","NEW BRIDGE ROAD","NEW BRIDGE ROAD","1","1","1","1","10","33","1","3","5","70","54","0","0","0","N","Y","Y","N","N","N","N","N","","","21","FRONT RIGHT SIDE SCRATCHES","I was driving along New Bridge road when a taxi (SHC5234Z) suddenly cut into my lane at a fast speed. Once inside my lane it slowed down. As a result our vehicles side swipe. The taxi driver admitted fault and expressed interest in pte settlement.Understand that the taxi driver already contacted my RM. No injury. That s all.","(M)(N): 3P taxi sideswipe bus.","","","E07762015","sfalio02","12/02/2015 09:53","sfalio02","12/02/2015 09:53",""
"201500725","02","SE","05/02/2015 06:30","Q","NAF","299","12/02/2015","2","","","","","1","OUTRAM ROAD","OUTRAM ROAD","1","1","1","1","2","33","4","1","5","70","54","0","0","0","N","Y","Y","N","N","N","N","N","","","23","REAR RIGHT SIDE DMG","I was driving along Outram Road when a van (GBC1956X) hit my rear. The van driver claimed that he did not see my bus. He expressed interest in pte settlement. Already called my RM. No injury. That s all.","(M)(N) : 3P Pte van collided onto rear portion of SBS 6422C.","","","E07132015","sfalio04","12/02/2015 10:55","sfalad02","13/02/2015 08:47",""
"201500726","02","SE","29/03/2013 13:40","Q","FAF","118","13/02/2015","2","","","1","","1","BEFORE JUNCTION OF BEACH /BRAS BASAH RD","JUNCTION OF BEACH/BRAS BASAH R","3","1","1","1","1","25","3","1","1","70","54","0","0","0","N","N","N","N","N","N","N","N","","","21","SBS8550C DUMMY REPORT CREATED FOR REPORTING PURPOSE FOR W/7183/2013 (BSRG)","DUMMY REPORT CREATED FOR REPORTING PURPOSE FOR W/7183/2013 BC  ALREADY RESIGNED","(M)(Y): SBS 8550C sideswipe SBS 9324H.","BC RESIGN","","E08242015","sfalio02","13/02/2015 10:29","sfalio02","13/02/2015 10:29",""
"201500727","02","SE","11/02/2015 09:12","C","NAF","407","13/02/2015","1","","","","","1","AMK AVE 8 BUS STOP 54319","AMK AVE 8","2","1","1","1","8","42","4","2","5","86","63","0","1","0","N","Y","N","N","Y","N","N","N","","F/2015","23","NO DMG","I stopped at AMK AVE 8 bus stop 54319. A passenger (Raemah Binti YusofS1055602CBLK330 AMK AVE 1#02-1829 Contact no : 64575988) fell down while boarding. She was brought into the bus by another passenger. Upon checking she informed that her rightarm was in pain. She was later conveyed to Khoo Teck Puat Hospita. That s all.","(M)(N) : Passenger fall onboard.","","","E08362015","sfalio04","13/02/2015 10:29","sfalio04","13/02/2015 10:29",""
"201500728","02","SW","05/02/2015 18:02","Q","FAF","102","13/02/2015","2","","","1","","2","Bt Timah Rd","Bt Timah Rd ( Construction Sit","1","1","1","1","9","33","1","1","5","70","52","0","0","0","N","Y","N","N","N","N","N","N","","","21","SBS6043M - Left front v/m mirror assy & w/screen damaged ( CLRg )","I was driving my bus at the 1st left lane of Bt Timah Rd following behind a lorry YM3594T. I was heading to infront b/bay 18.9 KM. At that time it was heavy traffic volume I then followed said lorry filtered to the extremely left lane but saidlorry make a left turn twds construction site & make a sudden stopped at the entrance. For the safety  of my paxs I cannot jammed brake & to avoid I then swerved to my right but the left front v/m then collided into the rear left top portionsaid lorry. I checked with my pax nobody injured. I alighted to check informed WOCC exchange particular & to wait for CRS. Aft CRS attended to my bus CRS then escort me to drive back to BBBP.","(M)(N): Bus hit rear of 3P lorry.","I waorking PM shift, change shift early at BVT","","W08632015","sfalio02","13/02/2015 10:30","sfalio02","13/02/2015 10:30",""
"201500729","02","SE","05/02/2015 22:00","Q","NAF","218","13/02/2015","2","","","1","","2","JURONG EAST CENTRAL","JURONG EAST CENTRAL","1","1","1","1","15","33","3","2","5","70","54","0","0","0","N","Y","Y","N","Y","N","N","N","","T/2015","21","LEFT SIDE REAR SCRATCHES","I was driving along Jurong East Central. Just when I was coming to a stop approaching a traffic light in less than 100m I feel my bus shaken a bit. I do not know what happened. But less than a minute my colleague who was driving another bus behindtold me that my bus was hit by another vehicle. My bus left rear suffered a long lasting scratches from the hit. I believed my colleagues witness the whole incident. No injury. That s all.","(M)(N): 3P vehicle sideswipe bus.","Due to weekend","","E08052015","sfalio02","13/02/2015 10:31","sfalio02","13/02/2015 10:31",""
"201500730","02","SW","11/02/2015 13:58","C","NAF","401","13/02/2015","1","","","","","1","M'sia checkpoint alighting berth","malaysia checkpoint","2","2","1","1","12","38","3","1","5","86","64","0","1","0","N","Y","Y","N","N","N","N","N","","","23","sbs8237H - SGRG, cctv","I was from Msia customs twds Wdlands Ckpoint when 01 M/pax that was alighting fell from my stationary bus. He aws along and suffered a deep cut. I assisted him. The security saw the incident and activated the customs officer.Upon their arrival situation was under control so they told me to cont svc. That is all","(N)(N) : Passenger fall while alighting from bus.","","13/02/2015","W08572015","sfalio04","13/02/2015 10:32","sfalad02","13/02/2015 15:35",""
"201500731","02","SE","06/02/2015 06:33","Q","NAF","204","13/02/2015","2","","","","","1","Punggol Dr","Punggol Dr","1","1","1","1","2","27","2","3","1","70","51","0","0","0","N","Y","Y","N","N","N","N","N","","","21","SBS6654A, Left rear glass panel damaged","During incident period I was driving bus svc 50 along the said rd at the extreme left lane when I heard a sound discovered that my bus was being hit by a m/lorry (GZ495K) which come out from the slip rd of Punggol Rd. My bus was sustained damaged onleft rear glass panel. The said lorry sustained damaged on right v/mirror. No injury reported. Bus awaited at location after consulted CRS. CRS activated. Bus RTD to depot. I did report this matter to workshop and photo taken by AS. Thats all.","(M)(N): 3P lorry exited slip road and hit onto left rear of straight travelling bus.","","","E07752015","sfalio02","13/02/2015 10:32","sfalio02","13/02/2015 10:32",""
"201500732","02","SW","06/02/2015 07:15","C","NAF","699","13/02/2015","2","","","1","","3","HG ave 7","hougang ave 7","1","1","1","1","2","33","2","3","1","85","58","0","0","0","N","Y","Y","N","N","N","N","N","","","21","sbs2719Z - v/m glass crack, SKRG, no cctv","Upon reaching junction near HG ave 7 I realised my side v/m was on the metal arm rod sliding down causing me a hard time to view the left. I had no choice but to adjust it. While adjusting the mirror cracked. I assumed the mirror is old.","(N)(N): Left mirror cracked while adjusting.","bc reported to RG on 06/02/2015. district rcvd report on 10/02","","W08212015","sfalio02","13/02/2015 10:33","sfalad02","13/02/2015 15:21",""
"201500733","02","SW","06/02/2015 07:20","Q","NAF","218","13/02/2015","2","","","","","1","Corporation Drive towards Junction Yung","Corporation Drive","1","1","3","2","3","33","1","2","6","70","54","0","0","0","N","Y","Y","N","N","N","N","N","","","21","SBS3207C  Front RHS body panel scratches   (JERG)   CCTV","After paxs activities at bus stop code 21589 as normal I moved off from the bus stop and driving along the left lane of Corporation Drive. All of sudden a private car on my right side cut into my lane and grazed onto my bus front RHS body panel.I then stopped to checked my bus and my bus sustained front RHS body panel scratched. No injury reported. I then exchanged particulars with third party namely Huang Lihui NRIC 7060971A H/P 93802491 bearing vehicle no plate SGD9727Z. Her car sustainleft side view dropped and left door panel scratched. After exchanged particulars WOCC instructed me to continue for my service. That is all","(M)(N): 3P car sideswipe bus.","","","W07382015","sfalio02","13/02/2015 10:34","sfalio02","13/02/2015 10:34",""
"201500734","02","SW","11/02/2015 08:55","C","NAF","607","13/02/2015","1","","","","","1","Kwong Ming road","kwong ming road","1","1","1","1","7","20","2","1","5","74","58","0","0","0","N","Y","Y","N","Y","N","N","N","","t/2015","23","sbs3802J - no damaged, BLRG, cctv","I was driving alg said location. I noticed a dog on the side of the road. I noticed it was not crossing so I cont driving fwd when suddenly it turned around and crossed the road. I was nt able to stop in time and not able to sudden brake as therewere alot of pax onboard. I knew I had hit it. I could hear the dog in pain. Pax onboard did not stop me. I was unsure of what to do so I cont to drive off.","(M)(N) : Bus hit a dog.","","","W08402015","sfalio04","13/02/2015 10:35","sfalad02","13/02/2015 15:38",""
"201500735","02","SW","08/02/2015 09:15","Q","FAF","102","13/02/2015","2","","","","","4","Holland Rd","Holland Rd","1","1","1","1","4","33","3","3","2","70","52","0","0","0","N","Y","N","N","N","N","N","N","","","21","SBS5126P - Front portion no damaged ( BLRG )","I was driving my bus at the ctr lane of Holland Rd following behind a black m/car SFS9495A. Said car when approaching the ped t/light junct. Green light turned into amber light & said car make a sudden stopped at said junct. I then slowly brake tobrake to stop my bus but the front portion of my bus still collided into the rear portion of said car. I alighted to check & then shift away to stop at roadside. The m/car’s driver a f/Chinese was in the hurry & she just gave me the contact number& left the scene. WOCC informed & cont my svc.","(M)(Y); Bus hit rear of  3P car.","","","W07632015","sfalio02","13/02/2015 10:35","sfalio02","13/02/2015 10:35",""
"201500736","02","SW","08/02/2015 09:40","I","FAF","699","13/02/2015","2","","","1","","1","Orchard Rd, B9048 Lucky plaza","orchard road","1","1","1","1","9","42","2","1","5","83","73","0","0","0","N","Y","Y","N","N","N","N","N","","","21","sbs6200b - CLRG, cctv","While filtering out from bstop I heard a sound. I checked left and right but did not notice anyhthing. Later a F/India pax approached me and informed me that the last pc of window on the left had cracked. I stopped at Heeren bstop to check and founddamage. OCC informed. Pax transfered. CRS activated. CRS plastered the window and told me to RTD back BBBP.","(M)(N): Bus grazed temporary electronic road signage.","","","W07872015","sfalio02","13/02/2015 10:36","sfalad02","13/02/2015 15:30",""
"201500737","02","SW","07/02/2015 14:27","Q","FAF","118","13/02/2015","2","","","","","2","Eunos Link","Eunos Link bef b/stop","1","2","1","1","3","33","2","3","5","70","54","0","1","0","N","Y","N","N","Y","N","N","N","","T/2152","23","SBS8619P - BC's side window glass panel damaged ( BMRG )","I was driving my bus at the 1st left inner lane Eunos Link heading twds Eunos Link 2nd b/stop. Abt 3 buses away from said bus stop an unknown white lorry came from behind at 2nd left lane whilst by-passing kept too closed to my bus & had its leftrear top portion hit onto the right front v/m & caused my bus said v/m hit onto BC’s side window glass. I then stopped my bus infront of b/stop informed WOCC my right hand was cut by broken glasses. OCC asked me whether I need amb. I told OCC itwas a minor cut I declined medical attention to wait for MTI & IO. Aft IO had interview me IO advised me to consult doctor. My bus was drove by other BC a male Chinese I followed.  I went to Company doctor at Clementi to consult doctor.","(M)(Y) : Bus involved in an accident with 3P Pte lorry.","","13/02/2015","W07742015","sfalio04","13/02/2015 10:37","sfalad02","13/02/2015 15:23",""
